Name,Membership,Category,Description,Address,Phone
 CV KARANG LAJU,Tidak Ada,Turbin (30),"  Profil Perusahaan  COMPANY PROFILECV. KARANG LAJUGedung Pembina Graha, Jalan DI. Panjaitan No. 45 Rawa Bunga, Jatinegara – Jakarta TimurTelp. 62 21 27806237     Email : cv.karanglaju1000@gmail.comTentang kamiProses pengadaan barang dan jasa bukan hanya berbicara mengenai keluaran yang dihasilkan seperti barang / jasa  / kontruksi dll, tetapi bagaimana proses pengadaan itu dilaksanakan sesuai dengan prinsip pengadaan : Efisien, Efektif, Terbuka dan Bersaing, transparan, adil / tidak diskriminatif, akuntabel. CV Karang laju hadir sebagai Mitra / Penyedia dalam pengadaan Barang / Jasa yang siap melayani kebutuhan perusahaan anda.CV. Karang Laju berdiri berdasarkan Akte Notaris No. 40 tanggal 15 maret 2018, dengan lingkup : Pengadaan perlengkapan elektrikal, mekanikal, hydraulic, filtrasi dan intrumen kontrol, serta perdagangan besar alat tulis dan hasil percetakan dan penerbitan, perdagangan besar mesin, 
peralatan dan perlengkapan lainnya, perdagangan besar produk lainnya termasuk barang sisa dan potongan YTDL. ","Gedung pembina graha no.45 jl.DI.Panjaitan .Rawa Bunga - Jatinegara, Jakarta Timur, Jakarta Timur, DKI Jakarta, Indonesia",
 PT. Tanjung Alam Perkasa,Tidak Ada,Turbin (30),  Profil Perusahaan  PT. Tanjung Alam Perkasa adalah sebuah perusahaan yang bergerak dalam bidang pembangkit listrik / power plant yang berlokasi di Banjarmasin dan telah beroperasi sejak tahun 2006 sampai akhir Desember 2017. Kami jual satu set Powerplant dengan kapasiatas 2 x 6MW lengkap dengan instalasi kelistrikan dan mekanikal hardwarenya ,"Jl. PH Muhammad Noor No. 99, Pelambuan, Banjarmasin, Banjarmasin, Kalimantan Selatan, Indonesia",
 PT. Prista Global Mandiri,Tidak Ada,Turbin (30),"  Profil Perusahaan  Perusahaan PT Prista Global Mandiri sudah terdaftar sebagai Verified Supplier di Indotrading.com. Beralamat di . Perusahaan ini menjual Automation,Instrument ","Jl. Kebun Jeruk XIV No 18  Jakarta - 11160, Jakarta Barat, DKI Jakarta, Indonesia",
 PT. Athenapools Nusapratama,Tidak Ada,Water Treatment (2055),"  Profil Perusahaan  Selamat Datang Di Website PT. Athenapools Nusapratama kami berdiri sejak tahun 1993 di jakarta. Dengan pengalaman membuat sarana olahraga di berbagai lokasi di indonesia mencakup

* KONTRAKTOR SPECIALIST 
-  Kolam Renang Pribadi / Olympic Size
-  Lapangan Tenis bersekala Internasional / (Indoor/Outdoor)
-  Lapangan Bola Kaki bertaraf Internasional
-  Pembuatan Club House / Sport Centre ( Sauna.Steam, panas dan dingin Jacuzzi )

*  Pengadaan
-  Alat - Alat Kolam Renang
-  Accessories Sauna & Water Heater
-  Accessories Kolam Renang

Moto kami adalah Terlengkap,Tahan Lama,Berkualitas,Bergaransi & Terpecaya ","Jln. Pertanian I no.102. Cilandak Lebak Bulus, Jakarta Selatan, DKI Jakarta, Indonesia",
 CV. Mizu Berkat Sejahtera,Tidak Ada,Water Treatment (2055),"  Profil Perusahaan  PT. Mizu Berkat Sejahteraadalah supplier dan wholesalewater treatment equipment. Menjual secara partai untuk pedagang , engineering company dan proyek.untuk info lebih lanjut bisa menghubungi:PT. MIZU BERKAT SEJAHTERAAlamat:
Ruko Icon Business Park Blok A No.5 Bumi Serpong Damai Tangerang - Banten, Tangerang 
Banten , IndonesiaTelepon:
081287848289
087822213061 ","Ruko Icon Business Park Blok A No.5 Bumi Serpong Damai Tangerang - Banten, Kota Tangerang, Banten, Indonesia",
 CV. Sari Hikmah Nusantara,Tidak Ada,Water Treatment (2055),"  Profil Perusahaan  Kami Melayani Produk Dan Jasa Di Bidang Water Treatment. Kami Berusaha Keras Agar Harga Yang Kami Tawarkan Cukup Kompetitif Baik Untuk Suplai Peralatan, Jasa Maupun Kontrak Perawatan Atau Pengoperasian.Untuk Itu Kami Berusaha Untuk Menawarkan Produk Dan Jasa Yang Sedikit Berbeda Dibandingkan Dengan Perusahaan Sejenis Yang Bergerak Di Bidang Yang Sama. Kami Berusaha Untuk Membuat Revolusi Dalam Diri Kami Agar Bisa Membuka Pikiran Kami Sehingga Dapat Mendefiniskan Dengan Tepat Kebutuhan Pelanggan Kami Untuk Pada Akhirnya Dapat Mengajukan Usulan Solusi Yang Taktis & Strategis.Disisi Lain Kami Juga Senantiasa Terbuka Dengan Pemakaian Teknologi Terkini Yang Mendukung Bidang Kami Ini. Seperti Sudah Mulai Banyak Diketahui Oleh Khalayak Ramai Mengenai Pemakaian Membrane Untuk Pengolahan Air Seperti Ultra Filtrasi, Nano Filtrasi & Reverse Osmosis Kami Juga Mulai Mengaplikasikan Teknologi Terkini Yang Akan Segera Popular Di Masa Yang Akan Datang Seperti :&Bull Molecular Sieve ( Sering Disebut Sebagai Membrane Granul) Untuk Beberapa Kasus Yang Mendukung Seperti Pemurnian Bio-Diesel, Bio-Ethanol Dll.
&Bull De-Ionizer Untuk Proses Pencegahan & Perbaikan Pipa Yang Sudah Terbentuk Kerak & Karat.
&Bull Aplikasi Resin Untuk Proses Yang Lebih Luas Selain Untuk Kebutuhan Softener Dan Demineralizer. Misalnya Untuk Proses Penangkapan Sisa-Sisa Logam Berat Dari Air, Penjernihan Warna ( Air) Gula Dll.&Bull Teknologi Gasifikasi Batu Bara ( Coal-Gasification) Sebagai Alternative Pengganti Tungku Boiler.&Bull Kami Juga Berusaha Mencarikan Jalan Keluar Bagi Perusahaan Yang Ingin Memiliki Unit Pengolahan Air Bersih Maupun Air Limbah Namun Masih Terkendala Dalam Hal Investasinya. Silahkan Hubungi Kami Bagian Keuangan Kami Akan Senang Hati Melayani Anda. ","Perum. Metland Cileungsi AB 19/18 Desa Cipenjo, Kecematan Cileungsi, Kabupaten Bogor 16820, Bogor, Jawa Barat, Indonesia",
 CV. Ady Water,Tidak Ada,Water Treatment (2055),"  Profil Perusahaan  CV Ady Water Merupakan Perusahan Distributor Media Filter Air Berkantor Pusat Di Bandung Dan Memiliki Cabang Di Jakarta Barat, Bekasi Barat, Surabaya.Ady Water Jual Karbon Aktif Lokal,Calgon,Jacobi,Norit,Lokal ; Resin Lewatit, Dowex,Purolite. ","Jl. Mande Raya No. 26 Cikadut, Cicaheum-Bandung, Bandung, Jawa Barat, Indonesia",
 Toko Tirta Megah Gemilang,Tidak Ada,Water Treatment (2055),"  Profil Perusahaan  Pt. Tirta Megah Gemilang, Bergerak Di Bidang Project Pembangunan Dan Perakitan Depot (Air Kemasan Isi Ulang), Pabrik Amdk, Depot Air Reverse Osmosis, Pengolahan Limbah Dan Penjualan Alat-Alat Filter Air Dan Reverse Osmosis. Untuk Lokasi Penjualan Alat-Alat Water Filter Dan Reverse Osmosis Pt. Tirta Megah Gemilang Terletak Di Pusat Perniagaan Lindeteves Trade Center Glodok Lantai Gf1 Blok Rb No. 33.Selain Itu Pt. Tirta Megah Gemilang Memiliki 2 (Dua) Shop Center Dan 1 (Satu) Warehouse. ","Gedung Lindeteves Trade Center Lantai GF 1 blok RB No. 35-36, Jakarta Barat, DKI Jakarta, Indonesia",
 PT. Swadaya Dinamika Mandiri,Tidak Ada,Water Treatment (2055),  Profil Perusahaan  PT. Swadaya Mandiri adalah sebuah perusahaan yang bergerak dalam bidang industri water treatment dan peralatan laboratorium kimia. Kami berlokasi di Sidoarjo. Produk kami sudah teruji kualitas dan keunggulannya sehingga bisa diandalkan untuk industri Anda. ,"Perum Permata Cluster La Zuli,D3/04 Tanggulangin, Sidoarjo, Jawa Timur, Sidoarjo, Jawa Timur, Indonesia",
 Mitra Baru Gemilang,Tidak Ada,Water Treatment (2055),"  Profil Perusahaan  Mitra Baru Gemilang Adalah Sebuah Perusahaan Engineering Contractor ( Mechanical & Electrical ) Yang Didirikan Pada Tahun 2000 Dan Berlokasi Di Jakarta Timur . Bisnis Kami Dimulai Sebagai Perusahaan Yang Bergerak Dibidang Industrial Supply Alat-Alat Teknik Dan Perdagangan Umum, Adapun Cakupan Daerah Pemasaran Pada Waktu Itu Meliputi Jabodetabek . Cikal Bakal Mitra Baru Gemilang Adalah Ud . Handayani Yang Telah Memulai Customer / Klien Yang Berada Di Jakarta, Bekasi Dan Sekitarnya .Untuk Mengembangkan Kemampuan Kami, Sejak Tahun 2000 Perusahaan Berekspansi Dan Merger Dengan Beberapa Usaha Dibidang Engineering Dan Sejak Berdirinya Hingga Kini Telah Banyak Perusahaan Yang Menggunakan Jasa Kami Untuk Memenuhi Kebutuhan Diperusahaan Yang Menjadi Klien Atau Customer Kami, Antara Lain Untuk Pekerjaan Seperti :Pembuatan Dan Pemasangan Passager Lift & Cargo LiftPembuatan Dan Instalasi Konstruksi Crane Hoist, Seperti : Over Head Crane, Semi Gantry & Gantry Crane, Jib & Wall Crane, Monorail, Underhung / Suspension, Etc .Pembuatan & Instalasi Table Dan Scissor LiftMechanical , Electrical & Tower StructurePembuatan & Pemasangan Water & Mixer TankSejak Tahun 2004 Hingga Sekarang , Kantor Operasional Dipindahkan Ke Bekasi Dengan Berbagai Pertimbangan Yang Menguntungkan Perusahaan , Dan Mudah Dijangkau Oleh Customer Dan Relasi Perusahaan Yang Lain .Untuk Mendapatkan Kepuasan Dari Customer Yang Merupakan Motto Dan Tujuan Kami, Maka Perusahaan Akan Senantiasa Berupaya Dan Berpedoman Dari Standarisasi Hasil Pekerjaan Yang Ditetapkan Oleh Departemen Tenaga Kerja Dan Transmigrasi ( Depnakertrans ) ","JL.BINTARA XI No. 106 BEKASI BARAT, Sukabumi, Jawa Barat, Indonesia",
 PT.  H&M Technology,Tidak Ada,Water Treatment (2055),"  Profil Perusahaan  SPESIALISASI PERUSAHAAN DIBIDANG : Design, Perakitan dan Pemasangan Mesin ELECTRO-DEIONIZER & PENYULINGAN Air Laut  : RINCIAN SCOPE PEKERJAAN :INSTALASI PENGOLAHAN AIR ( WTP, WWTP & STP ) :1. Water-treatment (WTP)/ Pengolahan Air Baku,  Seperti:-Air Baku yang tercemar limbah-Air Baku yang tercemar/ erupsi air laut ( Air Payau )2. Waste-WaterTreatment (WWTP)/ Re-cycle, seperti :-Air Baku dari Air Limbah Industri3. Sludge-WaterTreatment (STP) :-Pemisahan Air dari Lumpur hasil proses Mining/ Pengeboran -Limbah Restoran/ Hotel/ Rumah-Sakit Dllnya. Hubungi kami :  Mobilephone/ Whatsapp: 62812.9942.7233, 0812.8058.9570  ","Jln. Mustika Jaya Raya No. 23 Bekasi, Bekasi, Bekasi, Indonesia",
 Blue Gold,Tidak Ada,Water Treatment (2055),"  Profil Perusahaan  Cv. Bluegold Bergerak Di Bidang Water Treatment Untuk Keperluan Rumah Tangga, Pemasangan Isi Ulang Depo Dan Kebutuhan Industri Seperti Kebutuhan Air Bersih Untuk Boiler, Pharmacy, Air Steril, Kolam Renang Dll. Kami Menerima Pemasangan Di Mana Saja Untuk Keperluan Bisnis Anda. ","Jl. Ir. Juanda No. 97-sebrang BCA proyek Bekasi, Bekasi, Jawa Barat, Indonesia",
 PT Angkasindo Dunia,Tidak Ada,Water Treatment (2055),"  Profil Perusahaan  Pt Angkasindo Dunia Adalah Sebuah Perusahaan Pabrikasi Distributor Mesin Pemrosesan Air Dan Mesin Air Minum. Rangkaian Produk Niagara Yang Kami Kembangkan Sesuai Kebutuhan : Rumah Tangga, Tempat Umum, Industri, Komersiall, Dan Peralatan. Produk Kami Diantaranya Niagara Drinking Fountain, Residential, Komersial, Industri Dengan Menggunakan Teknologi Reverse Osmosis/ Ultaviolet System.Produk / Jasa UtamaMenjual :Niagara Drinking Fountain - Drinking Water Machine - Mesin Air Minum
Media Air Minum Berkualitas, Praktis Dan Efisien. Cocok Digunakan Untuk Pabrik, Supermarket, Mall, Tempat Olahraga, Sekolah Dan Sarana Umum Lainnya. Tersedia Tipe Normal, Dingin, Panas Dan Dingin.
Niagara Ro/ Uv Dispenser - Drinking Water Machine - Mesin Air Minum
Media Air Minum Berkualitas, Praktis Dan Efisien. Cocok Digunakan Untuk Rumah Tangga, Kantor, Dan Sarana Umum Lainnya. Dilengkapi Auto Computer System, Tersedia Berbagai Tipe, Normal, Dingin, Panas Dan Dingin.
Niagara Commersial Ro / Uv System - Water Purifier - Mesin Pengolahan Air
Mesin Pengolahan Air Minum Dengan System Reverse Osmosis. Tersedia Kapasitas Dari 200 Gpd-4000 Gpd. Cocok Untuk Restaurant, Hotel, Dan Water Stores.
Niagara Industrial Ro System - Water Purifier - Mesin Pengolahan Air
Brackish Water System
Sistem Pengolahan Air Payau Menjadi Air Yang Dapat Dikonsumsi Dengan Menggunakan Teknologi Ro Yang Dapat Menyaring Molekul Dan Menghilangkan Garam Serta Kandungan Mineral. Cocok Digunakan Untuk Industri, Dll.
Sea Water System
Mesin Pengolahan Air Laut Dengan Menggunakan Desain Khusus, Cocok Untuk Kapal, Hotel, Industri Dll. ","Jl.Muara Karang Blok L 9 Timur No 8 Pluit Jakarta Utara 14450, Jakarta Utara, DKI Jakarta, Indonesia",
 CV. Bina Maju Utama,Tidak Ada,Water Treatment (2055),"  Profil Perusahaan  Kami Menyediakan Barang Kebutuhan Industri Dengan Kualitas Terbaik Dan Harga Bersaing. Hubungi Kami Sekarang Juga. Jl. Beruang Raya Blok A3-36, Cikarang Baru. ","Jl. Beruang Raya Blok A3-36, Cikarang Baru, Jababeka 2, Cikarang, Cikarang, Jawa Barat, Indonesia",
 CV. Masdi Jaya,Tidak Ada,Water Treatment (2055),"  Profil Perusahaan  CV, MASDI JAYA adalah sebuah perusahaan dalam negeri,  bergerak dibidang Fiberglass. Dalam pemasarannya, kami telah mendukung pengadaan produk - produk Fiberglass ke berbagai project perusahaan mulai dari Atap sampai dengan Septictank Bio. Mengawali tahun 2018 ini, Kami berkomitmen ingin meningkatkan kualitas serta pelayanan agar dapat mendukung secara penuh kebutuhan dilapangan. Dan menjadi suatu kebanggaan besar bagi kami apabila dapat melakukan kerjasama menjadi salah satu VENDOR/REKANAN dengan perusahaan Anda untuk bidang Sub-Kontraktor pengadaan produk - produk Fiberglass.Adapun produk kami antara lain :- Roof Light FRP (Atap Fiberglass)
- Gutter (Talang Air Fiberglass) 
- Septic Tank Bio
- Roof Tank (Toren Air Fiberglass)
- Ground Tank (Tangki Air Tanam Fiberglass)
- Panel Tank / Storage Tank (Tangki Air Kotak)
- Portable Toilet
- IPAL / STP (Tangki Pengolah Limbah Cair)
- Chemical Tank (Tangki Kimia)
- Grease Trap (Perangkap Lemak)
- Lining (Jasa Pelapisan)
- Trash Bag (Tempat Sampah Fiberglass) ","Kp. Kemiri RT.07/08, Kec. Kemiri, Kab. Tangerang, Banten, Kab. Tangerang, Banten, Indonesia",
 PT. Tirta Semesta Engineering,Tidak Ada,Water Treatment (2055),"  Profil Perusahaan  PT. Tirta Semesta Engineering
Kami dari PT. Tirta Semesta Engineering adalah kontraktor Water Treatment dan Waste Water Treatment Plan di Indonesia. Pada website Indotrading, kami fokus untuk menjual/menyediakan barang barang komoditi & retail yang ada pada bidang water treatment. Mulai dari Pasir Silica, Carbon Activ, Membrane RO, Catridge Filter, Resin Kation Anion dll.Lokasi kantor kami berada di Gedangan, Sidoarjo. 10 menit dari Surabaya dan kami memiliki 4 gudang di daerah Lingkar Timur Sidoarjo. Seluruh barang kami adalah ready stock, dimana selalu ada dan kami juga Impor langsung dari negara negara supplier sehingga harga di kami akan lebih murah.Kami juga distributor resmi dari brand DOW sehingga keaslian dan kualitas dapat kami pertanggung jawabkan. Untuk menghubungi kami, silahkan kontak pada bio atau melalui Indotrading ","Puri Surya Jaya, RWU Athena H3-61, Gedangan, Sidoarjo, Sidoarjo, Jawa Timur, Indonesia",
 PT Interadian Sistema Indonesia,Tidak Ada,Water Treatment (2055),"  Profil Perusahaan  PT Interadian Sistema Indonesia adalah perusahaan yang bergerak dibidang Infrared Heater and UV for Industrial Process products by HERAEUS Noblelight - Germany. Pada akhir tahun 2016 PT.Interadian Sistema Indonesia menandatangani perjanjian kontrak dengan Heraeus Noblelight GmbH untuk melakukan penjualan dan distribusi produk mereka di wilayah Asia Tenggara. Bisnis ini dipindahkan dari sebelumnya PT.Heraeus Materials Indonesia yang telah beroperasi di Indonesia sejak tahun 1995 dan juga mencakup Wilayah Penjualan Vietnam, Filipina dan beberapa negara lainnya.Untuk informasi dan konsultasi lebih lanjut dapat menghubungi kami di:PT. Interadian Sistema Indonesia
Ruko Golden Eight, Blok J No. 8
Gading Serpong - Tangerang
Indonesia 15810Maryono
maryono@interadian-sistema.com ","Ruko Golden Eight, Blok J No. 8Gading Serpong - Tangerang Indonesia 15810, Kota Tangerang, Banten, Indonesia",
 CV Meidia Multindo Makmur,Tidak Ada,Alat dan Mesin Stempel (26),"  Profil Perusahaan  Perusahaan CV Meidia Multindo Makmur sudah terdaftar sebagai Verified Supplier di Indotrading.com. Beralamat di Jl. Raya Kedungbanteng, Purwokerto 53152, Banyumas, Jawa Tengah, Indonesia. Perusahaan ini menjual mesin ","Jl. Raya Kedungbanteng, Kedungbanteng Purwokerto 53152, Banyumas, Jawa Tengah, Indonesia",
 Maxi Plus,Tidak Ada,Alat dan Mesin Stempel (26),"  Profil Perusahaan  Perusahaan Maxi plus bertempat di Raya Menganti Wiyung 411D
melayani segala jenis percetakan banner dan SEGALA MACAM banner indoor maupun outdoorHARGA KERJASAMA DENGAN PERUSAHAAN ","JL. Raya Menganti Wiyung 411D., Surabaya, Jawa Timur, Indonesia",
 PT Maplesonic Indonesia,Tidak Ada,Alat dan Mesin Stempel (26),"  Profil Perusahaan  PT.MAPLESONIC INDONESIA
PT Maplesonic Indonesia berdiri sejak tahun 2008 , kami specialist di bidang Packaging dan Printing Marking Untuk Industrial ","Ruko SEDAYU SQUARE Blok A No.21
JL. Kamal Raya Outer Ring Road – Cengkareng, Jakarta Barat  11730  Indonesia
, Jakarta Barat, DKI Jakarta, Indonesia",
 PT  Feihong Trading International,Diamond Member,Conveyor System (1453),"  Profil Perusahaan  PT FEIHONG TRADING INTERNATIONAL  berdiri sejak tahun 2017, terletak di Indonesia, Jakarta pusat, kami merupakan sebuah perusahaan yang bergerak dibagian Industri Conveyor. 
Perusahaan kami mempunyai izin independen Impor dan Ekspor,  membawakan produk hemat biaya dan layanan yang efisien untuk Anda. Produk utama perusahan  kami ada berangam macam model mesin Conveyor, Roller, Conveyor Belt, serta aksesoris mesin Conveyor. 
Produk kami banyak digunakan untuk industri pertambangan batu, pembangkit listrik termal, industri pertambangan batubara, terminal pelabuhan, pabrik semen, industri kimia, pabrik makanan, pabrik elektronik, dan beragam peralatan pengangkutan bahan masal.Kami akan berada di filosofi dan dedikasi bisnis ""kualitas menciptakan nilai"" , untuk menyediakan Anda dalam layanan penjualan yang aman, andal, dan sempurna. Kami percaya bahwa kualitas produk kita yang sangat baik dan layanan pelanggan berkualitas tinggi pasti akan memenangkan hati Anda. Kami bersedia bekerjasama dengan pelanggan dan teman untuk saling mempromosikan, mengembangkan satu sama lain dan menciptakan situasi menang! ","Jalan pangeran jayakarta komplek 66 blok B1, Jakarta Pusat, DKI Jakarta, Indonesia",+62 813-9595-6668
 PT. Rajawali Mandiri,Platinum Member,Conveyor System (1453),"  Profil Perusahaan  PT. Rajawali Mandiri  berdiri sejak tahun 2000 bergerak dalam bidang conveyor system/ material handling. Kami mendesign conveyor sesuai kebutuhan konsumen, kemudian membangunnya merawat, serta melakukan perbaikan-perbaikan terhadap conveyor tersebut. Didukung dengan principle kelas dunia ( Flexco, Tip top, Beltram,Cumi) di mana PT. Rajawali mendiri merupakan salah satu distributor di Indonesia, memastikan produk kami berkwalitas. Di dukung pula dengan tehnisi kami yang sudah berpengalaman dalam bidang Conveyor system.

Bidang kami adalah pembuatan Conveyor, pengadaan material dan jasa perawatan conveyor,- ""ONE STOP SHOP FOR CONVEYOR SERVICES"" mulai dari tail pulley s.d head pulley/ berjalannya unit conveyor. Untuk conveyor batu bara, batching plant, pemecah batu, cement, Pupuk, Tepung, conveyor mobile untuk kelapa sawit, pengolahan limbah industri,Conveyor untuk perkapalan, dll. ","Radar Auri No.23 Cimanggis, Jakarta Timur, DKI Jakarta, Indonesia ",+62 813-1778-9949
 PT. Masusskita United,Tidak Ada,Conveyor System (1453),"  Profil Perusahaan  PT. MASUSSKITA UNITED adalah perusahaan Indonesia yang berfokus untuk menjadi pemasok suku cadang industri terbaik terutama untuk Sistem Konveyor / ulk Material Handling, suku cadang Sampling System & Coal Mill.
Perusahaan kami menjual partconveyor : roller conveyor, conveyor metal detector, belt cleaner, magnetic separator, mechanical sampling, belt scale, belt coal feeder, rubber skirt, quick release clamp, safety conveyor switch ","Jl. KS Tubun No.23 Ungaran
Kab. Semarang Jawa Tengah, Semarang, Jawa Tengah, Indonesia",
 PT. Turangga Multi Perkasa,Tidak Ada,Conveyor System (1453),"  Profil Perusahaan  PT. TURANGGA MULTI PERKASA Didirikan pada 2013 di Jakarta. Kami memulai bisnis di bidang Kontraktor Umum, Teknik, Mesin, Reparasi & Fabrikasi dengan melakukan layanan untuk membuat dan memperbaiki bagian-bagian mesin untuk sektor industri.Banyak inovasi dan peningkatan yang kami lakukan untuk perusahaan sehingga kami dapat memberikan layanan yang efisien, andal, dan berkualitas kepada pelanggan kami. Kami melayani berbagai jenis industri seperti pertambangan, minyak & gas, baja, pulp & kertas, semen, pembangkit listrik, petrokimia, kelautan, dan banyak lagi industri. ","Jl.angkur no. 12b kayu putih Jakarta timur, Jakarta Timur, DKI Jakarta, Indonesia",
 CV. Tenang Sejati,Tidak Ada,Filter (4659),"  Profil Perusahaan  Spesialis kain Filter dan Kantong Filter ,Ring plastik utk liquid filter bag . ","Jl. Puspa 4 blok D No.36 , Kawasan Industri Jababeka II,  Cikarang Baru 17530, Cikarang, Jawa Barat, Indonesia",
 PT. Mitra Rekayasa Teknik,Tidak Ada,Filter (4659),"  Profil Perusahaan  PT. Mitra Rekayasa Teknik adalah perusahaan yang bergerak dibidang penyedia barang dan jasa baik mekanikal maupun elektrikal khususnya pada sistem-sistem filtrasi. Pengalaman dan pengetahuan yang kami miliki menjadi solusi bagi customer untuk mendapatkan nilai tambah dan efisiensi yang tinggi. Fokus usaha kami meliputi :
1. Replacement Filter
2. Service Fuel Filtration/treatment & Maintenance Fuel Tank
3. Fabrication & Installation Fuel Filtration system ","Belleza Office, 1st Floor SA1-06 Jl. Letjen Soepeno,Permata Hijau Kebayoran lama Jakarta Selatan, Jakarta Selatan, DKI Jakarta, Indonesia",
